latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.01933,29.015692,48.0,10800,Europe/Istanbul,GMT+3

time,precipitation_sum (mm),temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm)
2017-11-06,0.00,11.8,0.00,0.00
2017-11-07,0.00,11.3,0.00,0.00
2017-11-08,0.00,12.6,0.00,0.00
2017-11-09,0.40,12.4,0.40,0.00
2017-11-10,0.10,11.5,0.10,0.00
2017-11-11,0.00,10.9,0.00,0.00
2017-11-12,0.20,14.3,0.20,0.00
2017-11-13,0.40,14.2,0.40,0.00
2017-11-14,0.00,13.7,0.00,0.00
2017-11-15,0.00,13.7,0.00,0.00
2017-11-16,0.00,13.6,0.00,0.00
2017-11-17,0.00,13.6,0.00,0.00
2017-11-18,0.00,12.7,0.00,0.00
2017-11-19,5.00,13.0,5.00,0.00
2017-11-20,27.60,10.1,27.60,0.00
2017-11-21,7.40,7.1,7.40,0.00
2017-11-22,1.50,9.0,1.50,0.00
2017-11-23,3.40,10.9,3.40,0.00
2017-11-24,0.00,9.4,0.00,0.00
2017-11-25,0.00,9.6,0.00,0.00
2017-11-26,0.00,10.5,0.00,0.00
2017-11-27,3.70,12.5,3.70,0.00
2017-11-28,0.80,10.7,0.80,0.00
2017-11-29,8.80,9.2,8.80,0.00
2017-11-30,0.00,13.0,0.00,0.00
2017-12-01,0.00,15.4,0.00,0.00
2017-12-02,0.00,14.8,0.00,0.00
2017-12-03,0.20,14.3,0.20,0.00
2017-12-04,11.40,12.6,11.40,0.00
2017-12-05,1.70,6.3,1.70,0.00
2017-12-06,2.90,5.2,2.60,0.21
2017-12-07,0.00,6.9,0.00,0.00
2017-12-08,0.00,10.0,0.00,0.00
2017-12-09,0.00,12.3,0.00,0.00
2017-12-10,4.70,11.1,4.70,0.00
2017-12-11,0.00,10.3,0.00,0.00
2017-12-12,0.00,12.9,0.00,0.00
2017-12-13,0.00,12.3,0.00,0.00
2017-12-14,0.30,13.2,0.30,0.00
2017-12-15,0.00,13.3,0.00,0.00
2017-12-16,0.20,14.8,0.20,0.00
2017-12-17,12.80,13.6,12.80,0.00
2017-12-18,4.50,8.1,4.50,0.00
2017-12-19,10.60,7.3,10.60,0.00
2017-12-20,0.90,5.6,0.90,0.00
2017-12-21,2.30,6.3,2.30,0.00
2017-12-22,13.20,4.9,13.00,0.14
2017-12-23,20.30,4.8,20.10,0.14
2017-12-24,0.10,4.9,0.10,0.00
2017-12-25,0.00,7.8,0.00,0.00
2017-12-26,0.00,7.6,0.00,0.00
2017-12-27,0.00,11.1,0.00,0.00
2017-12-28,0.00,10.0,0.00,0.00
2017-12-29,4.90,11.2,4.90,0.00
2017-12-30,2.40,9.1,2.40,0.00
2017-12-31,0.20,6.2,0.20,0.00
2018-01-01,0.00,7.0,0.00,0.00
2018-01-02,0.10,8.7,0.10,0.00
2018-01-03,10.70,8.9,10.70,0.00
2018-01-04,2.40,8.1,2.40,0.00
2018-01-05,1.30,7.8,1.30,0.00
2018-01-06,0.00,6.4,0.00,0.00
2018-01-07,0.00,7.7,0.00,0.00
2018-01-08,0.00,9.5,0.00,0.00
2018-01-09,0.10,8.4,0.10,0.00
2018-01-10,0.00,8.7,0.00,0.00
2018-01-11,1.40,8.4,1.40,0.00
2018-01-12,5.40,8.3,5.40,0.00
2018-01-13,3.20,7.2,3.20,0.00
2018-01-14,2.30,4.6,2.30,0.00
2018-01-15,0.00,3.4,0.00,0.00
2018-01-16,6.70,6.0,6.70,0.00
2018-01-17,4.00,10.2,4.00,0.00
2018-01-18,11.60,6.8,11.60,0.00
2018-01-19,0.00,5.1,0.00,0.00
2018-01-20,0.20,8.6,0.20,0.00
2018-01-21,12.30,9.2,12.30,0.00
2018-01-22,11.40,7.6,11.40,0.00
2018-01-23,4.60,3.9,4.60,0.00
2018-01-24,2.60,2.7,1.60,0.70
2018-01-25,0.00,2.8,0.00,0.00
2018-01-26,0.00,2.7,0.00,0.00
2018-01-27,0.00,2.7,0.00,0.00
2018-01-28,0.00,3.7,0.00,0.00
2018-01-29,0.00,3.9,0.00,0.00
2018-01-30,0.00,7.0,0.00,0.00
2018-01-31,0.00,6.5,0.00,0.00
2018-02-01,0.00,8.0,0.00,0.00
2018-02-02,0.00,11.6,0.00,0.00
2018-02-03,0.30,12.8,0.30,0.00
2018-02-04,16.90,12.6,16.90,0.00
2018-02-05,3.00,6.9,3.00,0.00
2018-02-06,0.00,6.5,0.00,0.00
2018-02-07,0.40,8.6,0.40,0.00
2018-02-08,4.80,10.6,4.80,0.00
2018-02-09,0.00,9.2,0.00,0.00
2018-02-10,4.20,8.1,4.20,0.00
2018-02-11,13.30,7.9,13.30,0.00
2018-02-12,1.20,4.7,1.20,0.00
2018-02-13,0.00,5.6,0.00,0.00
2018-02-14,3.30,8.9,3.30,0.00
2018-02-15,0.50,7.5,0.50,0.00
2018-02-16,0.20,7.0,0.20,0.00
2018-02-17,0.00,6.6,0.00,0.00
2018-02-18,0.00,6.3,0.00,0.00
2018-02-19,0.00,6.3,0.00,0.00
2018-02-20,0.20,6.9,0.20,0.00
2018-02-21,3.00,7.6,3.00,0.00
2018-02-22,0.00,8.6,0.00,0.00
2018-02-23,0.00,7.2,0.00,0.00
2018-02-24,2.80,6.8,2.80,0.00
2018-02-25,15.90,4.8,15.90,0.00
2018-02-26,3.40,5.6,3.40,0.00
2018-02-27,1.10,4.6,1.10,0.00
2018-02-28,15.20,3.9,15.20,0.00
2018-03-01,0.40,-0.0,0.00,0.28
2018-03-02,0.10,7.2,0.10,0.00
2018-03-03,12.90,11.0,12.90,0.00
2018-03-04,34.80,9.8,34.80,0.00
2018-03-05,0.00,7.2,0.00,0.00
2018-03-06,8.20,11.4,8.20,0.00
2018-03-07,5.90,14.1,5.90,0.00
2018-03-08,25.80,10.5,25.80,0.00
2018-03-09,0.20,8.7,0.20,0.00
2018-03-10,0.00,8.6,0.00,0.00
2018-03-11,0.00,9.8,0.00,0.00
